,name,price,kms_driven,fuel_type,city,year
804,Honda City VX,9.99,58019,Petrol,Bangalore,2017
805,Hyundai Elite i20,5.65,18523,Petrol,Mumbai,2015
806,Hyundai Grand i10,4.99,53150,Petrol,Thane,2015
807,Tata Nexon XZA,10.99,44999,Petrol,Bangalore,2020
808,Hyundai Santro Sportz,5.4,12996,Petrol,Bangalore,2021
809,Tata Nexon XZ,9.13,50043,Petrol,Pune,2018
810,Maruti Suzuki Ciaz,6.86,21880,Petrol,Delhi,2018
811,Volkswagen Polo Highline1.2L,5.5,36486,Diesel,Hyderabad,2014
812,Toyota Yaris J,8.47,18535,Petrol,Pune,2019
813,Maruti Suzuki Swift,6.75,37090,Petrol,Ahmedabad,2018
814,Honda Jazz S,6.5,26361,Petrol,Hyderabad,2018
815,Honda City ZX,8.11,72973,Petrol,Kolkata,2017
816,Toyota Etios VX,4.11,121790,Petrol,Mumbai,2014
817,Renault Kwid 1.0,2.7,140000,Petrol,Thiruvallur,2018
818,Hyundai Grand i10,5.25,39200,Petrol,Pune,2017
819,Hyundai Grand i10,5.5,61391,Diesel,Hyderabad,2017
820,Maruti Suzuki S-Cross,9.5,87544,Diesel,Hyderabad,2018
821,Honda Brio S,3.45,32000,Petrol,Thane,2014
822,Maruti Suzuki Baleno,5.65,66000,Petrol,Noida,2017
823,Nissan Magnite XV,8.4,13264,Petrol,Thane,2021
824,Skoda Rapid Style,8.75,31469,Petrol,Mumbai,2018
825,Volkswagen Cross Polo,6.5,71976,Petrol,Hyderabad,2017
826,Honda City S,5.75,59800,Petrol,Ahmedabad,2016
827,Honda Amaze VX,9.22,5768,Petrol,Pune,2020
828,Maruti Suzuki Swift,5.31,55209,Petrol,Pune,2015
829,Mercedes-Benz CLA 200,24.26,59500,Diesel,Ahmedabad,2016
830,Hyundai i10 Magna,4.0,45000,Petrol + 1,Poonamallee,2016
831,Nissan Terrano XL,7.69,63839,Diesel,Bangalore,2016
832,Jaguar XE Prestige,29.75,32434,Petrol,Bangalore,2017
833,Maruti Suzuki Wagon,3.75,55264,Petrol + 1,Thane,2016
834,Hyundai Elite i20,5.45,12906,Petrol,Kolkata,2017
835,Maruti Suzuki Swift,7.65,18236,Petrol,Thane,2021
836,Maruti Suzuki S-Cross,10.5,6200,Petrol,Ahmedabad,2022
837,Honda City SV,5.75,80122,Petrol,Noida,2014
838,Honda Jazz S,4.5,46220,Diesel,Kolkata,2016
839,Ford EcoSport Titanium,7.99,63767,Diesel,Bangalore,2016
840,Audi A6 2.0,12.13,69000,Diesel,Delhi,2013
841,Maruti Suzuki Swift,6.85,81007,Diesel,Hyderabad,2018
842,Audi Q5 3.0,28.0,78457,Diesel,Hyderabad,2015
843,Maruti Suzuki Vitara,9.49,41098,Petrol,Bangalore,2020
844,Maruti Suzuki Celerio,3.96,50809,Petrol,Pune,2016
845,Maruti Suzuki Vitara,9.54,59568,Diesel,Hyderabad,2019
846,Skoda Laura Ambition,4.25,140037,Diesel,Mumbai,2013
847,Honda WR-V VX,6.45,63036,Diesel,Kolkata,2017
848,Maruti Suzuki Alto,4.51,18362,CNG,Delhi,2021
849,Hyundai Elantra 1.6,9.31,85520,Diesel,Pune,2015
850,Honda Amaze 1.2,5.0,46000,Petrol,Mumbai,2016
851,Land Rover Discovery,49.5,38000,Diesel,Thane,2018
852,Maruti Suzuki S-Cross,10.95,12712,Petrol,Hyderabad,2021
853,Maruti Suzuki Ciaz,7.69,35731,Petrol,Bangalore,2017
854,Ford EcoSport Titanium,5.85,39000,Petrol,Kolkata,2017
855,Honda Jazz V,4.75,32000,Petrol,Kolkata,2015
856,Honda City ZX,2.95,119000,Petrol + 1,Ambattur,2007
857,Maruti Suzuki Swift,6.52,80457,Petrol,Hyderabad,2018
858,Hyundai Elite i20,6.21,91234,Diesel,Kolkata,2018
859,Hyundai Grand i10,6.15,49422,Petrol,Pune,2016
860,Maruti Suzuki Wagon,4.75,33053,Petrol,Pune,2017
861,Hyundai Aura SX,7.3,17385,Petrol,Pune,2020
862,Mercedes-Benz AMG GLA35,61.0,1600,Petrol,Mumbai,2021
863,Maruti Suzuki Dzire,9.74,10158,Petrol,Pune,2022
864,Hyundai Creta SX,10.23,56907,Diesel,Kolkata,2018
865,Hyundai Elite i20,8.0,18000,Petrol + 1,Thiruvallur,2019
866,Kia Seltos GTX,16.82,12498,Petrol,Bangalore,2020
867,Honda Brio S,4.19,42265,Petrol,Bangalore,2013
868,Maruti Suzuki Celerio,4.87,81329,CNG,Delhi,2018
869,Hyundai Grand i10,4.5,53300,Petrol,Pune,2016
870,Nissan Magnite XV,8.3,20000,Petrol + 1,Pallikarnai,2021
871,Renault Duster 110,10.29,59839,Diesel,Bangalore,2018
872,Toyota Fortuner 2.8,32.0,177734,Diesel,Hyderabad,2018
873,Honda Brio S,2.82,55200,Petrol,Delhi,2014
874,Maruti Suzuki S-Presso,4.52,31651,Petrol,Kolkata,2020
875,Hyundai Verna 1.6,9.1,25921,Petrol,Delhi,2018
876,Tata Nexon XZ,11.5,700,Petrol,Chennai,2022
877,Maruti Suzuki Swift,7.04,28151,Petrol,Delhi,2019
878,Honda Brio V,3.51,39276,Petrol,Mumbai,2014
879,Audi A6 2.0,16.5,75000,Diesel,Ahmedabad,2014
880,Honda Amaze 1.2,6.85,25075,Petrol,Mumbai,2018
881,Kia Seltos HTX,13.53,10678,Petrol,Delhi,2020
882,Ford EcoSport Titanium,5.75,31250,Petrol,Mumbai,2015
883,Maruti Suzuki Alto,4.51,18362,CNG,Delhi,2021
884,Maruti Suzuki Swift,2.65,38500,Petrol,Thane,2010
885,Maruti Suzuki Wagon,4.0,25299,Petrol,Mumbai,2015
886,Mercedes-Benz C-Class 250,9.5,99941,Diesel,Ahmedabad,2012
887,BMW 7 Series,12.5,35000,Diesel,Ahmedabad,2009
888,Maruti Suzuki Alto,3.38,48448,Petrol,Delhi,2017
889,Maruti Suzuki Ciaz,6.87,33823,Petrol,Delhi,2017
890,Maruti Suzuki Swift,5.71,21388,Petrol,Kolkata,2019
891,Mahindra TUV300 T8,6.45,35239,Diesel,Mumbai,2015
892,Volkswagen Polo GT,8.25,11106,Petrol,Kolkata,2021
893,Kia Seltos HTX,12.75,28133,Petrol,Kolkata,2020
894,Maruti Suzuki Ciaz,10.76,23097,Petrol,Pune,2021
895,Maruti Suzuki Wagon,3.76,57348,Petrol,Pune,2016
896,Mercedes-Benz CLA 200,29.75,37329,Diesel,Bangalore,2018
897,Ford EcoSport Titanium,7.19,15443,Petrol,Delhi,2017
898,Hyundai Eon Era,3.4,43000,Petrol,Noida,2018
899,Hyundai Creta SX,9.25,39240,Petrol,Thane,2017
900,Hyundai Santro Sportz,5.45,43784,CNG,Mumbai,2019
901,Maruti Suzuki Vitara,9.25,87803,Diesel,Hyderabad,2018
902,Hyundai i20 Active,6.45,45000,Petrol,Thane,2015
903,Toyota Etios VX,3.09,35311,Petrol,Delhi,2011
904,Mahindra Alturas G4,18.99,42347,Diesel,Kolkata,2018
905,Maruti Suzuki Swift,7.0,68183,Petrol,Bangalore,2018
906,Mercedes-Benz GLA 200,33.0,41679,Diesel,Hyderabad,2018
907,Hyundai Verna Fluidic,4.6,77394,Petrol,Thane,2013
908,Honda Jazz VX,6.99,30610,Petrol,Ahmedabad,2019
909,Toyota Urban Cruiser,11.4,6257,Petrol,Thane,2021
910,Honda Amaze 1.2,8.57,7702,Petrol,Pune,2022
911,Hyundai Creta SX,10.72,75799,Diesel,Chennai,2017
912,Datsun GO T,2.5,47000,Petrol,Ahmedabad,2018
913,Maruti Suzuki Ertiga,6.5,52000,CNG,Thane,2013
914,Toyota Innova 2.5,20.31,40372,Diesel,Delhi,2018
915,Audi A8 L,27.51,45500,Diesel,Ahmedabad,2013
916,Ford EcoSport Titanium,9.45,43624,Petrol,Mumbai,2019
917,Maruti Suzuki Swift,5.95,18548,Petrol,Thane,2018
918,Ford Freestyle Trend,6.1,63000,Petrol,Poonamallee,2019
919,Maruti Suzuki Vitara,8.85,51439,Diesel,Mumbai,2017
920,BMW X1 sDrive20d,32.75,56307,Diesel,Bangalore,2018
921,Maruti Suzuki Dzire,6.41,30481,Petrol,Pune,2018
922,Hyundai Elite i20,7.89,34058,Petrol,Bangalore,2018
923,Honda Amaze 1.2,5.19,48285,Petrol,Bangalore,2015
924,Ford EcoSport Titanium,7.9,60126,Diesel,Ahmedabad,2017
925,BMW 5 Series,38.0,61000,Diesel,Ahmedabad,2019
926,Maruti Suzuki Celerio,4.89,88603,CNG,Pune,2017
927,Maruti Suzuki Alto,2.09,45643,Petrol,Kolkata,2013
928,Tata Altroz XZ,9.78,10412,Diesel,Chennai,2021
929,Hyundai Grand i10,5.7,32335,Petrol,Bangalore,2019
930,Mercedes-Benz S-Class 350,14.56,133000,Petrol,Ahmedabad,2011
931,Hyundai Elantra 1.6,6.25,80000,Diesel,Delhi,2014
932,Honda Jazz SV,5.99,39173,Petrol,Bangalore,2015
933,Hyundai i20 Sportz,4.5,91127,Diesel,Hyderabad,2013
934,Hyundai Verna SX,13.25,29373,Diesel,Pune,2019
935,Kia Sonet HTX,10.5,23700,Petrol,Chennai,2020
936,Honda City 1.5,3.99,62550,Petrol,Thane,2013
937,Hyundai Elite i20,5.71,66000,Diesel,Mumbai,2015
938,Maruti Suzuki Wagon,3.49,89000,CNG,Thane,2014
939,Hyundai Eon 1.0,2.95,45100,Petrol,Hyderabad,2016
940,Hyundai Grand i10,4.61,53734,Petrol,Pune,2016
941,Hyundai i20 Active,6.9,74655,Petrol,Chennai,2016
942,Toyota Innova 2.5,6.5,340000,Diesel,Pallikarnai,2009
943,Toyota Corolla Altis,11.9,54517,Petrol,Ahmedabad,2019
944,Maruti Suzuki Alto,3.35,35000,Petrol,Ahmedabad,2019
945,Maruti Suzuki Ciaz,6.4,36937,Petrol,Mumbai,2016
946,Mercedes-Benz E-Class 280,4.5,40206,Petrol,Kolkata,2007
947,Hyundai Creta SX,8.8,48488,Petrol,Thane,2016
948,Volkswagen Tiguan Highline,23.76,72533,Diesel,Pune,2017
949,Mercedes-Benz R-Class R350,24.85,44724,Petrol,Bangalore,2012
950,Honda Amaze 1.5,4.75,43000,Diesel,Kolkata,2017
951,Hyundai Xcent SX,4.86,94691,Petrol,Pune,2015
952,Hyundai Verna Fluidic,4.99,71550,Petrol,Bangalore,2013
953,Nissan Terrano XL,6.25,77000,Diesel,Ahmedabad,2014
954,Ford EcoSport Titanium,6.3,95240,Diesel,Hyderabad,2015
955,Honda City SV,5.95,46200,Petrol,Mumbai,2014
956,Maruti Suzuki Vitara,7.79,58481,Diesel,Pune,2018
957,Honda Jazz VX,8.11,8652,Petrol,Delhi,2019
958,Maruti Suzuki Alto,3.5,30680,Petrol,Hyderabad,2017
959,Maruti Suzuki Swift,4.5,34933,Petrol,Kolkata,2018
960,Hyundai Elite i20,7.79,42825,Petrol,Bangalore,2018
961,Hyundai Creta 1.6,7.91,39813,Petrol,Kolkata,2018
962,Volkswagen Vento Highline,3.45,50667,Petrol,Mumbai,2011
963,Maruti Suzuki Vitara,8.62,29219,Petrol,Pune,2020
964,Mercedes-Benz E-Class E350,11.95,63906,Diesel,Mumbai,2012
965,Toyota Innova Crysta,24.5,35531,Diesel,Mumbai,2019
966,Hyundai Santro Sportz,5.45,23404,CNG,Mumbai,2019
967,Hyundai Grand i10,4.65,22407,Petrol,Mumbai,2017
968,Hyundai Grand i10,5.11,22498,Petrol,Kolkata,2018
969,Maruti Suzuki Wagon,3.95,68000,CNG,Thane,2015
970,Mahindra Marazzo M6,10.45,70163,Diesel,Hyderabad,2018
971,Datsun redi-GO Gold,2.85,48261,Petrol,Mumbai,2017
972,Honda City V,9.9,42700,Petrol,Ahmedabad,2019
973,Renault Kwid 1.0,5.45,32000,Petrol,Mumbai,2020
974,Ford EcoSport Titanium,7.59,46900,Petrol,Bangalore,2018
975,Maruti Suzuki Alto,3.21,20315,Petrol,Kolkata,2018
976,Jeep Compass Limited,18.0,66500,Diesel,Ambattur,2018
977,Maruti Suzuki Vitara,7.45,40579,Diesel,Delhi,2018
978,Honda City 1.5,3.9,72474,Petrol,Ahmedabad,2010
979,Tata Nexon XZ,11.5,1419,Petrol,Kolkata,2022
980,Maruti Suzuki Alto,3.2,29799,Petrol,Ahmedabad,2016
981,Maruti Suzuki Ciaz,6.75,73402,Petrol,Pune,2017
982,Maruti Suzuki Alto,2.69,70661,Petrol,Pune,2015
983,Mahindra XUV500 W10,11.5,148803,Diesel,Hyderabad,2015
984,Kia Sonet HTE,7.9,7500,Petrol,Ahmedabad,2021
985,Maruti Suzuki Ertiga,6.44,53056,Petrol,Kolkata,2017
986,Maruti Suzuki Eeco,5.55,69817,CNG,Pune,2020
987,Audi A6 35,18.0,38894,Diesel,Hyderabad,2013
988,Maruti Suzuki Alto,2.34,15685,Petrol,Pune,2012
989,Jeep Compass Sport,15.3,18000,Petrol,Hyderabad,2018
990,Maruti Suzuki Wagon,2.68,76617,Petrol,Kolkata,2013
991,Skoda Kodiaq Style,33.25,32407,Diesel,Bangalore,2018
992,Land Rover Discovery,49.5,38000,Diesel,Thane,2018
993,Maruti Suzuki Swift,6.48,21852,Petrol,Delhi,2018
994,Mahindra KUV100 K4,3.95,41000,Petrol,Noida,2017
995,Kia Sonet GTX,12.75,4000,Petrol,Ahmedabad,2022
996,Hyundai Elite i20,6.75,31776,Petrol,Thane,2018
997,Maruti Suzuki Swift,3.85,76725,Petrol,Kolkata,2014
998,Maruti Suzuki Dzire,5.44,25144,Petrol,Kolkata,2018
999,Renault Duster 110,10.25,63673,Diesel,Bangalore,2018
1000,Hyundai Grand i10,5.34,40558,Petrol,Chennai,2017
1001,Hyundai Creta 1.6,11.25,74469,Diesel,Bangalore,2015
1002,Toyota Yaris G,7.55,67067,Petrol,Mumbai,2018
1003,Volkswagen Vento Highline,3.25,77000,Petrol,Noida,2011
1004,Tata Nexon XZ,9.13,50043,Petrol,Pune,2018
1005,Hyundai Eon Era,2.2,81000,Petrol,Ahmedabad,2011
1006,Tata Harrier XT,18.95,30830,Diesel,Thane,2020
1007,Maruti Suzuki Swift,5.67,83647,Diesel,Pune,2016
1008,Tata Tiago Revotron,5.69,33640,Petrol,Bangalore,2018
1009,Volkswagen Vento Comfortline,7.65,60240,Petrol,Bangalore,2015
1010,Ford EcoSport Titanium,5.11,62225,Diesel,Mumbai,2014
1011,Audi A4 2.0,16.9,48000,Diesel,Ahmedabad,2015
1012,Honda BR-V V,7.95,61280,Petrol,Mumbai,2016
1013,Maruti Suzuki Ertiga,6.7,92064,Diesel,Hyderabad,2014
1014,Tata Altroz XZ,7.89,9291,Petrol,Pune,2020
1015,Maruti Suzuki Baleno,6.25,65000,Diesel,Pallikarnai,2018
1016,Jeep Compass Limited,18.25,28449,Petrol,Mumbai,2019
1017,Toyota Yaris V,9.9,41079,Petrol,Pune,2019
1018,Renault Kwid CLIMBER,5.55,10690,Petrol,Mumbai,2020
1019,Hyundai Creta 1.6,11.75,36313,Petrol,Mumbai,2019
1020,Honda City SV,5.9,75258,Petrol,Mumbai,2015
1021,Maruti Suzuki Swift,7.5,21523,Petrol,Hyderabad,2018
1022,Hyundai Eon 1.0,3.1,40000,Petrol,Thane,2016
1023,Maruti Suzuki Wagon,4.9,57300,CNG,Ahmedabad,2018
1024,BMW 7 Series,19.56,77000,Diesel,Ahmedabad,2010
1025,Maruti Suzuki Vitara,10.12,20744,Diesel,Delhi,2019
1026,Audi A3 35,30.5,40910,Diesel,Bangalore,2020
1027,Mercedes-Benz GLA 200,25.59,25000,Diesel,Delhi,2017
1028,Maruti Suzuki Ertiga,9.36,43162,Petrol,Hyderabad,2021
1029,Honda Accord 2.4,3.9,82000,Petrol,Mumbai,2010
1030,MG Hector Plus,19.4,24000,Petrol,Delhi,2021
1031,Tata Indigo eCS,2.0,175000,Diesel,Poonamallee,2014
1032,Hyundai Grand i10,4.71,21415,Petrol,Bangalore,2014
1033,Maruti Suzuki Celerio,4.45,48549,Petrol,Mumbai,2016
1034,BMW 5 Series,21.49,69000,Diesel,Delhi,2015
1035,Datsun redi-GO T(O),3.45,1391,Petrol,Mumbai,2019
1036,Maruti Suzuki Wagon,3.25,42000,Petrol,Mumbai,2014
1037,Renault Kwid RXT,5.25,8097,Petrol,Noida,2022
1038,Maruti Suzuki Swift,4.08,31511,Petrol,Delhi,2014
1039,Skoda Rapid Ambition,3.51,65000,Petrol,Mumbai,2013
1040,Mercedes-Benz E-Class E,44.5,88508,Diesel,Hyderabad,2018
1041,Mahindra Thar LX,12.99,36804,Diesel,Kolkata,2021
1042,Hyundai Creta SX,14.9,40000,Diesel,Hyderabad,2018
1043,Skoda Rapid Ambition,7.45,117048,Diesel,Hyderabad,2016
1044,Maruti Suzuki Alto,3.5,28200,Petrol,Ahmedabad,2021
1045,Maruti Suzuki Swift,4.99,57742,Petrol,Bangalore,2014
1046,Audi Q3 30,22.5,94520,Diesel,Ahmedabad,2017
1047,Mahindra XUV500 W8,6.85,88066,Diesel,Delhi,2015
1048,Volkswagen Polo Highline1.2L,3.8,78140,Diesel,Ahmedabad,2014
1049,Tata Nexon XZA,8.75,29873,Petrol,Thane,2018
1050,Hyundai Elite i20,8.8,56415,Diesel,Hyderabad,2019
1051,Honda BR-V S,9.42,38258,Petrol,Delhi,2018
1052,Volvo S60 Kinetic,15.95,118271,Diesel,Hyderabad,2016
1053,Mahindra Bolero Power,8.32,29726,Diesel,Delhi,2019
1054,Maruti Suzuki Vitara,8.65,77000,Diesel,Hyderabad,2017
1055,Mahindra XUV500 W11(O),13.95,55218,Diesel,Delhi,2018
1056,Maruti Suzuki XL6,10.45,2390,Petrol,Mumbai,2021
1057,Hyundai Grand i10,4.91,71975,Petrol,Hyderabad,2017
1058,Tata Hexa XTA,15.5,70930,Diesel,Hyderabad,2018
1059,Honda Amaze 1.2,6.25,45751,Petrol,Ahmedabad,2017
1060,Maruti Suzuki Wagon,3.69,32702,Petrol,Kolkata,2016
1061,Honda Amaze 1.2,7.25,45982,Petrol,Bangalore,2018
1062,Jeep Compass Limited,17.45,57624,Diesel,Hyderabad,2018
1063,Maruti Suzuki Celerio,4.0,67000,Petrol,Thiruvallur,2014
1064,Renault Kwid CLIMBER,4.8,1245,Petrol,Kolkata,2021
1065,Honda City SV,7.99,56861,Petrol,Bangalore,2016
1066,Maruti Suzuki Dzire,7.95,33372,Petrol,Bangalore,2020
1067,Tata Safari XZA,24.0,22360,Diesel,Thane,2021
1068,Hyundai i20 Magna,4.25,74050,Petrol,Pune,2014
1069,Hyundai Elite i20,8.95,39389,Petrol,Bangalore,2018
1070,Maruti Suzuki Alto,3.36,44042,Petrol,Pune,2015
1071,Mercedes-Benz C-Class C,46.0,53841,Diesel,Hyderabad,2019
1072,Mahindra XUV500 W11,15.9,45724,Diesel,Ahmedabad,2018
1073,Jeep Compass Model,37.0,1600,Diesel,Hyderabad,2022
1074,Hyundai Grand i10,5.0,33583,Petrol,Kolkata,2019
1075,Hyundai Venue S,10.45,32727,Petrol,Mumbai,2020
1076,Hyundai Verna 1.6,8.68,52858,Petrol,Delhi,2018
1077,Maruti Suzuki Alto,2.95,88989,Petrol,Chennai,2016
1078,Skoda Rapid Style,10.46,10418,Petrol,Delhi,2021
1079,Chevrolet Cruze LTZ,8.5,65000,Diesel,Thane,2017
1080,Ford EcoSport Titanium,9.45,43624,Petrol,Mumbai,2019
1081,Maruti Suzuki Baleno,6.89,31968,Petrol,Delhi,2018
1082,Hyundai Elite i20,8.51,41236,Petrol,Mumbai,2019
1083,Maruti Suzuki Baleno,5.85,36101,Petrol,Mumbai,2017
1084,Hyundai Creta SX,11.71,44157,Diesel,Mumbai,2017
1085,Volkswagen Polo GT,5.92,51644,Petrol,Pune,2014
1086,Hyundai Venue SX,9.83,40655,Diesel,Delhi,2019
1087,Honda Amaze 1.2,4.69,79749,Petrol,Pune,2015
1088,Volkswagen Ameo Trendline,4.65,46000,Petrol,Noida,2018
1089,Volkswagen Ameo Highline1.2L,3.99,40729,Petrol,Kolkata,2016
1090,Hyundai Elite i20,6.58,36349,Petrol,Bangalore,2015
1091,Hyundai Grand i10,5.37,23345,CNG,Pune,2019
1092,Hyundai Elite i20,5.34,33679,Petrol,Delhi,2016
1093,Hyundai i10 1.1L,2.95,56000,Petrol,Thane,2014
1094,Maruti Suzuki Celerio,3.95,66290,Petrol,Noida,2015
1095,Maruti Suzuki Celerio,4.25,41624,Petrol,Pune,2017
1096,Hyundai Grand i10,4.31,46458,Petrol,Pune,2013
1097,Audi A4 2.0,16.5,116265,Diesel,Hyderabad,2013
1098,Honda Amaze 1.2,4.0,50821,Petrol,Delhi,2014
1099,Mahindra XUV500 W8,9.75,87820,Diesel,Mumbai,2016
1100,Renault Kwid RXT,4.25,22785,Petrol,Thane,2019
1101,Maruti Suzuki Wagon,4.5,70000,CNG,Thane,2018
1102,Mercedes-Benz E-Class E,27.0,84169,Diesel,Hyderabad,2016
1103,Maruti Suzuki Baleno,7.25,12252,Petrol,Mumbai,2020
1104,Hyundai i20 Asta,9.1,12420,Petrol,Pune,2021
1105,Hyundai i10 Sportz,3.67,50714,Petrol,Chennai,2014
1106,Tata Tiago Revotron,5.9,16337,Petrol,Delhi,2021
1107,Maruti Suzuki S-Cross,7.95,52245,Diesel,Thane,2017
1108,Hyundai Venue SX,10.97,64317,Petrol,Pune,2020
1109,Audi A6 2.0,15.5,101850,Diesel,Ahmedabad,2014
1110,Hyundai Santro Sportz,5.29,43189,Petrol,Pune,2019
1111,Audi A4 35,27.0,82695,Diesel,Chennai,2016
1112,Maruti Suzuki Wagon,6.87,19225,CNG,Pune,2021
1113,Maruti Suzuki Swift,5.8,63323,Petrol,Hyderabad,2016
1114,Toyota Corolla Altis,11.5,71957,Diesel,Hyderabad,2015
1115,Maruti Suzuki Ciaz,8.49,54031,Petrol,Hyderabad,2020
1116,Maruti Suzuki S-Cross,8.95,53416,Diesel,Bangalore,2018
1117,BMW 3 Series,27.85,64229,Diesel,Bangalore,2016
1118,Honda Brio EX,3.75,81122,Petrol,Bangalore,2014
1119,Maruti Suzuki Wagon,5.79,50860,Petrol,Bangalore,2019
1120,Skoda Kushaq Style,14.5,3000,Petrol,Kolkata,2022
1121,Maruti Suzuki Swift,7.85,32516,Petrol,Bangalore,2019
1122,Maruti Suzuki Alto,4.3,30305,Petrol,Ahmedabad,2018
1123,Mahindra Bolero Power,5.71,45090,Diesel,Kolkata,2017
1124,BMW 3 Series,39.5,51400,Diesel,Hyderabad,2019
1125,Volkswagen Taigun GT,16.49,9792,Petrol,Ahmedabad,2021
1126,Toyota Innova Crysta,16.31,85182,Diesel,Delhi,2017
1127,Hyundai Elantra 1.8,6.85,25000,Petrol,Pune,2014
1128,Kia Seltos GTX,15.98,14300,Petrol,Pune,2021
1129,Honda City SV,6.45,52283,Petrol,Mumbai,2015
1130,Tata Tiago NRG,8.43,9578,Petrol,Pune,2022
1131,Ford Freestyle Titanium,6.0,32000,Petrol,Ambattur,2020
1132,Honda City ZX,9.25,43239,Petrol,Mumbai,2017
1133,Maruti Suzuki Wagon,1.5,150000,Petrol + 1,Ambattur,2007
1134,Skoda Rapid Ambition,9.59,54698,Petrol,Delhi,2020
1135,Maruti Suzuki Alto,3.49,19097,Petrol,Delhi,2020
1136,Maruti Suzuki Swift,6.29,37497,Petrol,Bangalore,2018
1137,Volkswagen Polo Highline1.2L,3.0,76143,Petrol,Mumbai,2013
1138,Honda City VX,11.45,28340,Petrol,Bangalore,2017
1139,Toyota Corolla Altis,12.27,75766,Petrol,Delhi,2017
1140,Hyundai Verna Fluidic,6.0,106985,Diesel,Hyderabad,2014
1141,Jeep Compass Limited,20.0,11000,Petrol,Mumbai,2020
1142,BMW X3 xDrive20d,18.0,74073,Diesel,Hyderabad,2012
1143,Volkswagen Ameo Highline,6.6,58549,Diesel,Chennai,2017
1144,Volkswagen Taigun Topline,15.99,12093,Petrol,Bangalore,2021
1145,Ford Figo Duratorq,2.99,64983,Diesel,Mumbai,2013
1146,Hyundai Elite i20,5.15,36787,Petrol,Thane,2014
1147,Jeep Compass Limited,11.26,47631,Diesel,Kolkata,2017
1148,Maruti Suzuki Ciaz,7.52,28800,Petrol,Ahmedabad,2017
1149,Maruti Suzuki Baleno,8.75,43000,Petrol,Hyderabad,2019
1150,Volkswagen Vento TSI,6.1,55837,Petrol,Mumbai,2016
1151,Hyundai Creta SX,8.99,41441,Petrol,Thane,2016
1152,Volkswagen Polo Comfortline,4.25,49047,Petrol,Mumbai,2015
1153,Hyundai Grand i10,4.28,55888,Petrol,Hyderabad,2013
1154,Hyundai Santro Sportz,6.04,32036,CNG,Delhi,2021
1155,Maruti Suzuki Alto,2.46,71169,Petrol,Delhi,2014
1156,Honda Civic ZX,20.7,19600,Petrol,Pune,2019
1157,Maruti Suzuki Ciaz,6.0,61456,Diesel,Delhi,2017
1158,Maruti Suzuki Baleno,6.79,28417,Petrol,Delhi,2020
1159,Maruti Suzuki Baleno,6.99,60132,Diesel,Bangalore,2018
1160,Hyundai Elite i20,6.1,45571,Petrol,Mumbai,2017
1161,Hyundai Eon 1.0,2.83,34229,Petrol,Delhi,2014
1162,Maruti Suzuki Wagon,4.45,38754,Petrol,Delhi,2018
1163,Hyundai Verna 1.6,9.65,5564,Petrol,Mumbai,2019
1164,Maruti Suzuki Alto,4.3,58006,Petrol,Hyderabad,2019
1165,Jeep Compass Limited,24.75,11293,Diesel,Mumbai,2020
1166,Volkswagen Polo Comfortline,5.79,51000,Petrol,Bangalore,2015
1167,Hyundai Elite i20,7.7,77505,Diesel,Chennai,2017
1168,Volkswagen Polo GT,9.25,62690,Petrol,Bangalore,2018
1169,Maruti Suzuki Alto,3.43,6370,Petrol,Kolkata,2019
1170,Maruti Suzuki Swift,5.15,59000,Petrol,Gurgaon,2017
1171,Maruti Suzuki Swift,7.25,11874,Petrol,Thane,2019
1172,Renault Kwid 1.0,2.85,56856,Petrol,Delhi,2017
1173,Maruti Suzuki Ignis,4.74,11824,Petrol,Pune,2018
1174,Mahindra XUV500 W6,11.25,56877,Diesel,Bangalore,2016
1175,Maruti Suzuki Wagon,4.0,45000,CNG,Thane,2015
1176,Honda WR-V VX,6.25,24459,Petrol,Kolkata,2017
1177,Renault Kwid 1.0,3.14,43335,Petrol,Pune,2016
1178,Honda Jazz V,4.0,54912,Petrol,Kolkata,2016
1179,Maruti Suzuki Baleno,6.65,15116,Petrol,Mumbai,2019
1180,Volvo V90 Cross,36.0,67713,Diesel,Ahmedabad,2018
1181,Maruti Suzuki Baleno,7.25,45000,Petrol,Hyderabad,2020
1182,Hyundai Eon Era,2.45,46101,Petrol,Kolkata,2018
1183,Maruti Suzuki Dzire,7.69,46232,Petrol,Bangalore,2018
1184,Mercedes-Benz GLC 220d,64.99,6563,Diesel,Kolkata,2022
1185,Land Rover Discovery,26.99,64801,Diesel,Kolkata,2016
1186,Mercedes-Benz GLE 250,53.55,46023,Diesel,Bangalore,2018
1187,Hyundai Verna Fluidic,5.15,74371,Petrol,Mumbai,2014
1188,Hyundai Elite i20,5.94,58262,Diesel,Delhi,2018
1189,Honda BR-V V,7.9,61225,Petrol,Mumbai,2016
1190,Hyundai Xcent S,4.82,37882,Petrol,Pune,2015
1191,Ford Endeavour Titanium,33.0,71773,Diesel,Hyderabad,2018
1192,Hyundai i20 Magna,2.99,35982,Petrol,Kolkata,2012
1193,Honda Amaze 1.2,3.75,46500,Petrol,Mumbai,2014
1194,Mercedes-Benz E-Class E,27.99,24162,Diesel,Kolkata,2016
1195,Datsun GO Plus,2.5,43000,Petrol,Ahmedabad,2015
1196,Ford EcoSport Titanium,4.65,53000,Diesel,Kolkata,2015
1197,Kia Sonet HTX,9.5,58063,Diesel,Kolkata,2021
